order_id,order_date,ship_date,ship_mode,customer_id
ORD-02757,2023-06-13,2023-06-20,Second Class,C0099
ORD-02758,2023-08-25,2023-09-01,Standard Class,C0166
ORD-02759,2023-10-19,2023-10-24,Standard Class,C0325
ORD-02760,2022-06-15,2022-06-18,Standard Class,C0319
ORD-02761,2024-04-28,2024-05-02,Standard Class,C0241
ORD-02762,2023-05-11,2023-05-14,Standard Class,C0050
ORD-02763,2023-08-13,2023-08-17,Standard Class,C0268
ORD-02764,2023-03-05,2023-03-08,Standard Class,C0325
ORD-02765,2024-02-13,2024-02-17,Standard Class,C0073
ORD-02766,2022-06-12,2022-06-15,First Class,C0300
ORD-02767,2023-01-01,2023-01-02,Standard Class,C0052
ORD-02768,2022-03-13,2022-03-17,Standard Class,C0265
ORD-02769,2023-10-17,2023-10-18,Same Day,C0227
ORD-02770,2022-09-26,2022-09-28,Standard Class,C0193
ORD-02771,2023-02-19,2023-02-20,Standard Class,C0374
ORD-02772,2024-10-12,2024-10-15,Standard Class,C0239
ORD-02773,2023-11-06,2023-11-08,First Class,C0010
ORD-02774,2024-12-19,2024-12-25,Standard Class,C0302
ORD-02775,2022-01-06,2022-01-09,Standard Class,C0359
ORD-02776,2024-09-08,2024-09-11,Second Class,C0228
ORD-02777,2023-07-24,2023-07-27,Standard Class,C0442
ORD-02778,2023-02-11,2023-02-15,First Class,C0293
ORD-02779,2022-01-26,2022-01-30,Standard Class,C0052
ORD-02780,2024-10-25,2024-10-29,Standard Class,C0240
ORD-02781,2024-09-12,2024-09-16,Second Class,C0099
ORD-02782,2023-01-25,2023-01-31,Standard Class,C0081
ORD-02783,2023-12-11,2023-12-16,First Class,C0013
ORD-02784,2023-07-25,2023-07-29,Same Day,C0390
ORD-02785,2024-01-24,2024-01-26,Standard Class,C0442
ORD-02786,2022-05-26,2022-05-30,First Class,C0357
ORD-02787,2024-02-24,2024-02-27,Standard Class,C0128
ORD-02788,2023-06-10,2023-06-14,First Class,C0304
ORD-02789,2022-01-13,2022-01-18,Standard Class,C0416
ORD-02790,2024-06-21,2024-06-25,Standard Class,C0011
ORD-02791,2023-01-19,2023-01-24,Standard Class,C0081
ORD-02792,2023-07-10,2023-07-12,Standard Class,C0261
ORD-02793,2024-06-05,2024-06-06,Standard Class,C0006
ORD-02794,2022-01-19,2022-01-21,First Class,C0458
ORD-02795,2023-07-29,2023-08-04,First Class,C0373
ORD-02796,2024-01-21,2024-01-26,Standard Class,C0481
ORD-02797,2024-09-30,2024-10-04,Standard Class,C0222
ORD-02798,2023-02-23,2023-02-27,First Class,C0405
ORD-02799,2023-02-23,2023-02-27,Standard Class,C0298
ORD-02800,2022-05-02,2022-05-08,Standard Class,C0081
ORD-02801,2023-03-08,2023-03-13,Standard Class,C0411
ORD-02802,2022-02-13,2022-02-17,Standard Class,C0003
ORD-02803,2023-01-16,2023-01-20,Standard Class,C0060
ORD-02804,2022-05-25,2022-05-27,Second Class,C0221
ORD-02805,2022-12-29,2023-01-02,Second Class,C0450
ORD-02806,2024-12-09,2024-12-12,Standard Class,C0349
ORD-02807,2024-12-24,2024-12-26,First Class,C0049
ORD-02808,2022-12-21,2022-12-26,Standard Class,C0228
ORD-02809,2024-03-10,2024-03-13,Standard Class,C0290
ORD-02810,2024-04-05,2024-04-12,Standard Class,C0293
ORD-02811,2023-02-02,2023-02-04,Standard Class,C0298
ORD-02812,2024-05-29,2024-06-01,Standard Class,C0193
ORD-02813,2023-04-08,2023-04-11,Standard Class,C0444
ORD-02814,2024-03-18,2024-03-20,Standard Class,C0474
ORD-02815,2022-07-06,2022-07-09,Standard Class,C0257
ORD-02816,2024-01-02,2024-01-04,Second Class,C0443
ORD-02817,2023-03-05,2023-03-07,Second Class,C0388
ORD-02818,2024-05-07,2024-05-09,Standard Class,C0103
ORD-02819,2022-08-25,2022-08-27,Second Class,C0398
ORD-02820,2024-02-10,2024-02-14,First Class,C0366
ORD-02821,2024-01-28,2024-01-29,Second Class,C0146
ORD-02822,2022-05-16,2022-05-20,Standard Class,C0290
ORD-02823,2024-03-02,2024-03-06,Standard Class,C0257
ORD-02824,2022-06-20,2022-06-23,First Class,C0309
ORD-02825,2022-06-08,2022-06-14,Standard Class,C0278
ORD-02826,2022-07-20,2022-07-24,Standard Class,C0464
ORD-02827,2024-08-19,2024-08-23,Standard Class,C0189
ORD-02828,2023-08-06,2023-08-08,Second Class,C0406
ORD-02829,2024-05-25,2024-05-29,Second Class,C0178
ORD-02830,2023-01-06,2023-01-11,Standard Class,C0016
ORD-02831,2022-04-13,2022-04-16,Standard Class,C0412
ORD-02832,2024-09-28,2024-09-30,Same Day,C0476
ORD-02833,2024-09-02,2024-09-05,Standard Class,C0375
ORD-02834,2024-03-08,2024-03-12,Standard Class,C0086
ORD-02835,2023-10-20,2023-10-23,Standard Class,C0248
ORD-02836,2024-05-31,2024-06-04,First Class,C0454
ORD-02837,2024-01-03,2024-01-05,Second Class,C0217
ORD-02838,2023-02-27,2023-03-04,First Class,C0042
ORD-02839,2023-07-26,2023-07-28,Standard Class,C0194
ORD-02840,2022-06-20,2022-06-22,Standard Class,C0327
ORD-02841,2022-06-22,2022-06-25,Standard Class,C0373
ORD-02842,2023-10-25,2023-10-27,First Class,C0465
ORD-02843,2023-03-29,2023-03-30,Standard Class,C0163
ORD-02844,2022-12-16,2022-12-18,Standard Class,C0276
ORD-02845,2023-05-09,2023-05-12,Second Class,C0364
ORD-02846,2023-09-12,2023-09-18,Standard Class,C0130
ORD-02847,2024-10-24,2024-10-29,Standard Class,C0263
ORD-02848,2024-07-07,2024-07-10,First Class,C0480
ORD-02849,2022-01-06,2022-01-07,Standard Class,C0177
ORD-02850,2022-10-15,2022-10-18,Standard Class,C0467
ORD-02851,2023-08-31,2023-09-04,Standard Class,C0460
ORD-02852,2023-04-02,2023-04-05,Standard Class,C0265
ORD-02853,2024-10-26,2024-10-28,Standard Class,C0027
ORD-02854,2023-09-16,2023-09-18,Second Class,C0462
ORD-02855,2023-01-11,2023-01-15,Standard Class,C0386
ORD-02856,2023-03-23,2023-03-26,First Class,C0085
ORD-02857,2024-04-14,2024-04-19,Standard Class,C0196
ORD-02858,2024-03-21,2024-03-24,Standard Class,C0316
ORD-02859,2024-08-16,2024-08-18,Standard Class,C0243
ORD-02860,2024-04-28,2024-05-01,Second Class,C0469
ORD-02861,2024-03-19,2024-03-22,Standard Class,C0368
ORD-02862,2024-09-05,2024-09-06,First Class,C0342
ORD-02863,2023-02-20,2023-02-22,Second Class,C0177
ORD-02864,2023-12-27,2023-12-29,First Class,C0130
ORD-02865,2023-03-30,2023-04-01,Second Class,C0145
ORD-02866,2022-05-30,2022-06-02,Standard Class,C0083
ORD-02867,2024-01-29,2024-02-04,First Class,C0360
ORD-02868,2024-02-18,2024-02-21,First Class,C0088
ORD-02869,2024-08-30,2024-09-03,Same Day,C0020
ORD-02870,2024-02-02,2024-02-05,Standard Class,C0230
ORD-02871,2024-09-28,2024-10-01,Second Class,C0460
ORD-02872,2022-03-17,2022-03-18,Standard Class,C0473
ORD-02873,2023-08-22,2023-08-25,Standard Class,C0126
ORD-02874,2022-08-13,2022-08-16,Second Class,C0471
ORD-02875,2022-04-23,2022-04-25,Same Day,C0498
ORD-02876,2022-09-08,2022-09-12,Standard Class,C0354
ORD-02877,2024-04-20,2024-04-23,First Class,C0416
ORD-02878,2023-12-15,2023-12-18,Standard Class,C0051
ORD-02879,2022-05-05,2022-05-07,Standard Class,C0088
ORD-02880,2024-12-28,2024-12-31,Standard Class,C0170
ORD-02881,2024-12-06,2024-12-10,Standard Class,C0063
ORD-02882,2024-06-02,2024-06-04,First Class,C0089
ORD-02883,2022-01-30,2022-02-01,Standard Class,C0189
ORD-02884,2022-10-08,2022-10-11,Standard Class,C0190
ORD-02885,2024-07-12,2024-07-14,Standard Class,C0387
ORD-02886,2023-01-03,2023-01-07,Standard Class,C0089
ORD-02887,2023-05-10,2023-05-14,First Class,C0348
ORD-02888,2024-11-14,2024-11-16,Standard Class,C0332
ORD-02889,2023-12-19,2023-12-20,Standard Class,C0026
ORD-02890,2024-10-13,2024-10-17,First Class,C0176
ORD-02891,2023-08-29,2023-08-31,Standard Class,C0364
ORD-02892,2023-01-10,2023-01-12,First Class,C0264
ORD-02893,2023-10-01,2023-10-05,Standard Class,C0389
ORD-02894,2024-11-14,2024-11-17,Standard Class,C0395
ORD-02895,2022-04-26,2022-04-29,Same Day,C0042
ORD-02896,2022-02-17,2022-02-19,First Class,C0483
ORD-02897,2022-04-09,2022-04-13,Standard Class,C0475
ORD-02898,2023-02-09,2023-02-12,Second Class,C0119
ORD-02899,2023-11-16,2023-11-22,First Class,C0169
ORD-02900,2024-06-21,2024-06-25,Standard Class,C0108
ORD-02901,2023-05-18,2023-05-20,Standard Class,C0486
ORD-02902,2024-06-12,2024-06-15,Standard Class,C0147
ORD-02903,2022-09-15,2022-09-18,Standard Class,C0176
ORD-02904,2024-04-23,2024-04-26,Standard Class,C0437
ORD-02905,2022-05-01,2022-05-06,First Class,C0439
ORD-02906,2024-03-20,2024-03-23,Standard Class,C0376
ORD-02907,2024-09-04,2024-09-06,First Class,C0189
ORD-02908,2022-02-23,2022-02-27,Standard Class,C0160
ORD-02909,2024-10-15,2024-10-16,Standard Class,C0302
ORD-02910,2024-02-23,2024-02-27,Second Class,C0348
ORD-02911,2022-08-29,2022-09-02,Standard Class,C0420
ORD-02912,2023-04-28,2023-05-01,Standard Class,C0402
ORD-02913,2024-10-09,2024-10-11,Standard Class,C0074
ORD-02914,2022-07-06,2022-07-10,Second Class,C0352
ORD-02915,2023-10-18,2023-10-22,Standard Class,C0018
ORD-02916,2022-09-19,2022-09-22,Standard Class,C0140
ORD-02917,2024-08-10,2024-08-12,Same Day,C0115
ORD-02918,2023-05-06,2023-05-09,Same Day,C0328
ORD-02919,2023-03-07,2023-03-08,Standard Class,C0225
ORD-02920,2022-08-27,2022-08-29,Standard Class,C0046
ORD-02921,2022-10-31,2022-11-02,Second Class,C0439
ORD-02922,2022-10-25,2022-10-27,First Class,C0038
ORD-02923,2022-03-17,2022-03-20,Standard Class,C0206
ORD-02924,2024-09-25,2024-10-02,Standard Class,C0386
ORD-02925,2023-10-04,2023-10-08,First Class,C0009
ORD-02926,2024-04-06,2024-04-08,First Class,C0253
ORD-02927,2022-10-10,2022-10-13,Second Class,C0108
ORD-02928,2023-08-14,2023-08-17,Standard Class,C0389
ORD-02929,2022-03-13,2022-03-15,Standard Class,C0098
ORD-02930,2023-12-04,2023-12-10,Second Class,C0275
ORD-02931,2023-07-29,2023-08-01,Standard Class,C0071
ORD-02932,2024-09-26,2024-10-03,Standard Class,C0039
ORD-02933,2024-06-10,2024-06-13,Standard Class,C0298
ORD-02934,2022-01-12,2022-01-16,Standard Class,C0401
ORD-02935,2022-05-21,2022-05-23,Standard Class,C0447
ORD-02936,2022-01-17,2022-01-20,First Class,C0090
ORD-02937,2024-12-22,2024-12-24,Second Class,C0430
ORD-02938,2022-09-10,2022-09-15,First Class,C0219
ORD-02939,2023-04-10,2023-04-14,First Class,C0107
ORD-02940,2023-01-11,2023-01-16,Standard Class,C0476
ORD-02941,2024-09-07,2024-09-11,Standard Class,C0404
ORD-02942,2023-06-04,2023-06-09,Standard Class,C0454
ORD-02943,2022-03-31,2022-04-02,Standard Class,C0392
ORD-02944,2023-12-21,2023-12-24,First Class,C0096
ORD-02945,2024-03-14,2024-03-18,Standard Class,C0403
ORD-02946,2024-03-06,2024-03-10,Standard Class,C0032
ORD-02947,2023-09-22,2023-09-26,Standard Class,C0126
ORD-02948,2022-03-17,2022-03-19,Standard Class,C0147
ORD-02949,2024-07-14,2024-07-16,Second Class,C0280
ORD-02950,2023-02-04,2023-02-10,Standard Class,C0024
ORD-02951,2024-08-27,2024-08-30,Standard Class,C0440
ORD-02952,2024-12-30,2025-01-01,Standard Class,C0209
ORD-02953,2024-03-07,2024-03-11,First Class,C0120
ORD-02954,2022-07-14,2022-07-20,Standard Class,C0274
ORD-02955,2022-08-16,2022-08-18,Standard Class,C0140
ORD-02956,2023-04-06,2023-04-11,Standard Class,C0297
ORD-02957,2023-09-10,2023-09-16,Standard Class,C0343
ORD-02958,2024-11-10,2024-11-16,Standard Class,C0432
ORD-02959,2022-03-05,2022-03-11,Second Class,C0082
ORD-02960,2022-06-14,2022-06-17,Second Class,C0448
ORD-02961,2022-01-27,2022-01-30,Second Class,C0400
ORD-02962,2024-10-08,2024-10-09,Standard Class,C0208
ORD-02963,2022-10-12,2022-10-14,Standard Class,C0484
ORD-02964,2022-10-08,2022-10-11,Standard Class,C0407
ORD-02965,2024-04-17,2024-04-20,Standard Class,C0470
ORD-02966,2024-04-10,2024-04-12,Standard Class,C0423
ORD-02967,2024-07-06,2024-07-09,Standard Class,C0033
ORD-02968,2022-08-12,2022-08-14,Second Class,C0024
ORD-02969,2024-02-23,2024-02-28,Second Class,C0061
ORD-02970,2024-08-22,2024-08-24,First Class,C0311
ORD-02971,2024-08-07,2024-08-10,Second Class,C0189
ORD-02972,2024-11-19,2024-11-22,Standard Class,C0084
ORD-02973,2022-02-14,2022-02-16,Standard Class,C0225
ORD-02974,2023-04-16,2023-04-22,Standard Class,C0479
ORD-02975,2022-02-03,2022-02-06,Standard Class,C0168
ORD-02976,2023-10-15,2023-10-18,Standard Class,C0186
ORD-02977,2024-04-09,2024-04-11,Standard Class,C0375
ORD-02978,2022-08-09,2022-08-12,Standard Class,C0072
ORD-02979,2023-06-18,2023-06-19,Second Class,C0074
ORD-02980,2023-11-23,2023-11-26,Second Class,C0385
ORD-02981,2024-07-20,2024-07-23,Standard Class,C0341
ORD-02982,2024-04-20,2024-04-25,Standard Class,C0153
ORD-02983,2024-10-07,2024-10-11,Standard Class,C0096
ORD-02984,2023-08-05,2023-08-07,Second Class,C0053
ORD-02985,2022-08-27,2022-08-29,Standard Class,C0445
ORD-02986,2023-03-17,2023-03-20,Second Class,C0174
ORD-02987,2022-05-28,2022-05-30,Standard Class,C0110
ORD-02988,2024-10-29,2024-10-30,Standard Class,C0458
ORD-02989,2023-01-23,2023-01-28,Standard Class,C0316
ORD-02990,2024-12-09,2024-12-10,Standard Class,C0051
ORD-02991,2024-07-04,2024-07-09,Standard Class,C0377
ORD-02992,2023-09-30,2023-10-02,Second Class,C0253
ORD-02993,2022-10-05,2022-10-12,Standard Class,C0496
ORD-02994,2024-09-15,2024-09-19,Standard Class,C0073
ORD-02995,2023-08-12,2023-08-16,First Class,C0212
ORD-02996,2023-10-11,2023-10-13,Standard Class,C0432
ORD-02997,2023-09-10,2023-09-15,Standard Class,C0212
ORD-02998,2022-05-15,2022-05-20,Standard Class,C0251
ORD-02999,2023-08-03,2023-08-07,Second Class,C0168
ORD-03000,2023-05-05,2023-05-08,Second Class,C0263
ORD-03001,2023-04-23,2023-04-27,Standard Class,C0331
ORD-03002,2023-01-19,2023-01-20,Same Day,C0469
ORD-03003,2022-06-12,2022-06-15,Second Class,C0230
ORD-03004,2023-03-17,2023-03-22,Standard Class,C0239
ORD-03005,2023-02-19,2023-02-22,Second Class,C0275
ORD-03006,2022-10-15,2022-10-17,Standard Class,C0494
ORD-03007,2022-07-06,2022-07-09,Second Class,C0143
ORD-03008,2022-05-10,2022-05-14,Standard Class,C0070
ORD-03009,2022-07-13,2022-07-15,Second Class,C0445
ORD-03010,2022-11-12,2022-11-14,Standard Class,C0312
ORD-03011,2022-05-24,2022-05-26,First Class,C0394
ORD-03012,2022-01-16,2022-01-20,Standard Class,C0174
ORD-03013,2023-02-27,2023-03-01,Second Class,C0336
ORD-03014,2022-09-02,2022-09-06,Standard Class,C0109
ORD-03015,2024-07-15,2024-07-18,First Class,C0203
ORD-03016,2022-05-09,2022-05-13,Second Class,C0185
ORD-03017,2024-06-25,2024-07-01,Standard Class,C0291
ORD-03018,2024-06-05,2024-06-07,First Class,C0328
ORD-03019,2022-12-07,2022-12-10,Standard Class,C0092
ORD-03020,2022-01-04,2022-01-09,Second Class,C0259
ORD-03021,2022-11-02,2022-11-04,Second Class,C0322
ORD-03022,2024-06-26,2024-06-28,Standard Class,C0437
ORD-03023,2023-08-30,2023-09-04,Same Day,C0206
ORD-03024,2024-09-18,2024-09-25,Standard Class,C0052
ORD-03025,2022-11-17,2022-11-20,Standard Class,C0349
ORD-03026,2023-07-13,2023-07-15,First Class,C0181
ORD-03027,2023-09-10,2023-09-13,Second Class,C0438
ORD-03028,2023-12-12,2023-12-14,Standard Class,C0303
ORD-03029,2023-06-15,2023-06-19,Standard Class,C0003
ORD-03030,2023-02-14,2023-02-18,Second Class,C0449
ORD-03031,2024-03-28,2024-04-02,Standard Class,C0399
ORD-03032,2023-05-08,2023-05-09,First Class,C0084
ORD-03033,2022-01-12,2022-01-15,Second Class,C0214
ORD-03034,2022-07-14,2022-07-16,Standard Class,C0034
ORD-03035,2023-05-05,2023-05-08,Standard Class,C0050
ORD-03036,2024-03-05,2024-03-09,Standard Class,C0289
ORD-03037,2024-05-30,2024-06-01,Standard Class,C0329
ORD-03038,2022-07-01,2022-07-05,Second Class,C0259
ORD-03039,2024-08-19,2024-08-23,Same Day,C0258
ORD-03040,2023-10-18,2023-10-24,Standard Class,C0388
ORD-03041,2023-11-25,2023-11-29,Standard Class,C0272
ORD-03042,2022-01-30,2022-02-04,Standard Class,C0182
ORD-03043,2024-02-17,2024-02-20,Second Class,C0033
ORD-03044,2023-03-20,2023-03-22,Second Class,C0265
ORD-03045,2022-10-25,2022-10-28,Second Class,C0313
ORD-03046,2024-03-18,2024-03-21,Standard Class,C0040
ORD-03047,2024-04-24,2024-04-28,First Class,C0486
ORD-03048,2024-10-12,2024-10-16,Standard Class,C0308
ORD-03049,2023-07-08,2023-07-11,Second Class,C0210
ORD-03050,2022-10-30,2022-11-01,Second Class,C0272
ORD-03051,2023-02-25,2023-02-27,Second Class,C0136
ORD-03052,2022-07-04,2022-07-08,Standard Class,C0087
ORD-03053,2023-04-13,2023-04-17,Second Class,C0060
ORD-03054,2024-01-24,2024-01-28,Standard Class,C0164
ORD-03055,2022-12-29,2023-01-01,Second Class,C0003
ORD-03056,2022-12-02,2022-12-04,Standard Class,C0015
ORD-03057,2022-06-11,2022-06-15,Standard Class,C0102
ORD-03058,2022-01-12,2022-01-16,Standard Class,C0255
ORD-03059,2023-08-11,2023-08-14,First Class,C0225
ORD-03060,2022-07-20,2022-07-24,Standard Class,C0210
ORD-03061,2023-06-06,2023-06-09,Second Class,C0023
ORD-03062,2023-05-20,2023-05-24,Second Class,C0235
ORD-03063,2024-02-27,2024-03-03,First Class,C0131
ORD-03064,2024-11-28,2024-12-02,Standard Class,C0158
ORD-03065,2022-03-01,2022-03-04,Second Class,C0173
ORD-03066,2023-08-01,2023-08-04,Standard Class,C0017
ORD-03067,2022-11-17,2022-11-21,Standard Class,C0370
ORD-03068,2024-07-11,2024-07-15,Standard Class,C0442
ORD-03069,2023-07-23,2023-07-26,Standard Class,C0314
ORD-03070,2023-06-11,2023-06-15,Standard Class,C0480
ORD-03071,2023-06-08,2023-06-10,Standard Class,C0366
ORD-03072,2023-09-05,2023-09-11,Standard Class,C0185
ORD-03073,2022-05-05,2022-05-09,Standard Class,C0391
ORD-03074,2024-05-20,2024-05-23,Standard Class,C0423
ORD-03075,2022-10-07,2022-10-10,Standard Class,C0334
ORD-03076,2024-07-05,2024-07-06,First Class,C0442
ORD-03077,2023-09-14,2023-09-15,Standard Class,C0184
ORD-03078,2024-04-25,2024-04-27,Standard Class,C0143
ORD-03079,2023-11-05,2023-11-09,Standard Class,C0044
ORD-03080,2022-11-10,2022-11-15,Standard Class,C0012
ORD-03081,2022-11-28,2022-12-01,Standard Class,C0008
ORD-03082,2022-02-05,2022-02-08,Standard Class,C0080
ORD-03083,2024-11-11,2024-11-14,Same Day,C0297
ORD-03084,2022-07-25,2022-07-27,Second Class,C0162
ORD-03085,2023-10-01,2023-10-03,Second Class,C0302
ORD-03086,2024-04-27,2024-05-01,Same Day,C0216
ORD-03087,2023-03-16,2023-03-22,First Class,C0248
ORD-03088,2023-12-30,2024-01-02,Second Class,C0029
ORD-03089,2024-07-29,2024-08-02,Second Class,C0272
ORD-03090,2022-06-13,2022-06-19,Standard Class,C0133
ORD-03091,2022-05-28,2022-05-30,Standard Class,C0005
ORD-03092,2022-10-21,2022-10-25,Standard Class,C0244
ORD-03093,2022-07-14,2022-07-18,Standard Class,C0030
ORD-03094,2023-10-25,2023-10-28,Same Day,C0117
ORD-03095,2023-04-25,2023-04-27,Standard Class,C0178
ORD-03096,2022-05-03,2022-05-07,Second Class,C0498
ORD-03097,2023-11-30,2023-12-04,Standard Class,C0261
ORD-03098,2024-08-22,2024-08-24,Standard Class,C0235
ORD-03099,2023-10-23,2023-10-26,Standard Class,C0141
ORD-03100,2023-12-11,2023-12-13,Standard Class,C0483
ORD-03101,2023-01-31,2023-02-05,Standard Class,C0305
ORD-03102,2024-06-30,2024-07-03,Standard Class,C0345
ORD-03103,2024-10-01,2024-10-06,Standard Class,C0050
ORD-03104,2022-11-13,2022-11-16,Standard Class,C0270
ORD-03105,2023-11-12,2023-11-14,Second Class,C0108
ORD-03106,2023-05-10,2023-05-11,Standard Class,C0046
ORD-03107,2023-07-10,2023-07-12,Standard Class,C0474
ORD-03108,2023-09-02,2023-09-04,Standard Class,C0082
ORD-03109,2022-04-19,2022-04-22,Standard Class,C0126
ORD-03110,2023-01-07,2023-01-08,Standard Class,C0084
ORD-03111,2024-05-04,2024-05-07,Standard Class,C0290
ORD-03112,2023-09-08,2023-09-11,Standard Class,C0071
ORD-03113,2024-02-07,2024-02-10,First Class,C0175
ORD-03114,2022-07-25,2022-07-29,Standard Class,C0316
ORD-03115,2024-04-26,2024-04-30,Standard Class,C0330
ORD-03116,2022-02-12,2022-02-19,Standard Class,C0463
ORD-03117,2024-05-14,2024-05-16,Standard Class,C0337
ORD-03118,2024-02-24,2024-02-27,Standard Class,C0395
ORD-03119,2023-04-21,2023-04-24,First Class,C0354
ORD-03120,2022-03-24,2022-03-27,First Class,C0091
ORD-03121,2022-07-09,2022-07-13,Standard Class,C0469
ORD-03122,2024-03-10,2024-03-13,First Class,C0351
ORD-03123,2024-07-24,2024-07-27,Standard Class,C0434
ORD-03124,2022-09-08,2022-09-11,Second Class,C0249
ORD-03125,2022-10-18,2022-10-25,Second Class,C0132
ORD-03126,2022-11-22,2022-11-28,Second Class,C0169
ORD-03127,2024-04-16,2024-04-19,Standard Class,C0443
ORD-03128,2023-05-23,2023-05-25,Standard Class,C0060
ORD-03129,2024-01-01,2024-01-06,Standard Class,C0369
ORD-03130,2022-03-13,2022-03-20,Standard Class,C0337
ORD-03131,2023-10-03,2023-10-05,Standard Class,C0241
ORD-03132,2024-07-28,2024-07-31,Standard Class,C0190
ORD-03133,2023-08-31,2023-09-06,Standard Class,C0496
ORD-03134,2023-07-20,2023-07-24,Second Class,C0340
ORD-03135,2022-02-23,2022-02-25,Standard Class,C0281
ORD-03136,2023-06-12,2023-06-15,First Class,C0232
ORD-03137,2023-09-03,2023-09-09,Standard Class,C0471
ORD-03138,2022-07-12,2022-07-17,First Class,C0463
ORD-03139,2022-02-27,2022-03-03,Standard Class,C0289
ORD-03140,2022-05-09,2022-05-13,Standard Class,C0275
ORD-03141,2023-12-07,2023-12-09,First Class,C0313
ORD-03142,2024-05-01,2024-05-06,Standard Class,C0015
ORD-03143,2022-01-08,2022-01-10,Standard Class,C0041
ORD-03144,2022-01-29,2022-02-04,Standard Class,C0453
ORD-03145,2024-08-04,2024-08-07,Standard Class,C0208
ORD-03146,2022-05-11,2022-05-16,Standard Class,C0060
ORD-03147,2022-07-07,2022-07-09,Standard Class,C0365
ORD-03148,2023-12-10,2023-12-13,First Class,C0240
ORD-03149,2022-07-31,2022-08-02,Second Class,C0096
ORD-03150,2022-10-03,2022-10-07,Standard Class,C0278
ORD-03151,2022-08-31,2022-09-05,First Class,C0427
ORD-03152,2024-09-13,2024-09-17,Standard Class,C0160
ORD-03153,2023-11-16,2023-11-19,Standard Class,C0397
ORD-03154,2022-06-20,2022-06-21,Standard Class,C0422
ORD-03155,2023-10-15,2023-10-21,Second Class,C0282
ORD-03156,2022-07-07,2022-07-11,Standard Class,C0500
ORD-03157,2022-02-21,2022-02-25,Second Class,C0209
ORD-03158,2022-04-21,2022-04-25,Standard Class,C0133
ORD-03159,2024-05-26,2024-05-30,Same Day,C0381
ORD-03160,2024-12-02,2024-12-05,Second Class,C0433
ORD-03161,2022-07-30,2022-08-03,Standard Class,C0097
ORD-03162,2024-05-07,2024-05-11,Second Class,C0219
ORD-03163,2023-09-19,2023-09-24,Standard Class,C0389
ORD-03164,2024-11-15,2024-11-20,Standard Class,C0485
ORD-03165,2022-10-26,2022-10-27,Standard Class,C0071
ORD-03166,2024-07-12,2024-07-15,Standard Class,C0432
ORD-03167,2022-05-17,2022-05-18,First Class,C0274
ORD-03168,2024-11-09,2024-11-11,Standard Class,C0351
ORD-03169,2023-03-16,2023-03-20,Standard Class,C0134
ORD-03170,2022-07-30,2022-08-04,Standard Class,C0066
ORD-03171,2024-01-22,2024-01-24,Standard Class,C0127
ORD-03172,2023-03-11,2023-03-14,Standard Class,C0205
ORD-03173,2024-02-19,2024-02-25,Second Class,C0298
ORD-03174,2023-03-15,2023-03-20,Same Day,C0117
ORD-03175,2023-10-28,2023-10-31,Standard Class,C0436
ORD-03176,2024-12-01,2024-12-05,Standard Class,C0267
ORD-03177,2023-02-15,2023-02-18,Standard Class,C0282
ORD-03178,2024-03-16,2024-03-18,First Class,C0149
ORD-03179,2023-09-02,2023-09-04,Standard Class,C0194
ORD-03180,2023-03-03,2023-03-05,Standard Class,C0168
ORD-03181,2024-06-20,2024-06-23,Second Class,C0312
ORD-03182,2024-07-30,2024-08-05,Standard Class,C0374
ORD-03183,2024-01-12,2024-01-16,Standard Class,C0179
ORD-03184,2022-11-24,2022-11-27,Second Class,C0148
ORD-03185,2022-02-21,2022-02-24,Standard Class,C0465
ORD-03186,2023-01-11,2023-01-13,Standard Class,C0464
ORD-03187,2022-09-20,2022-09-24,Standard Class,C0057
ORD-03188,2022-09-24,2022-09-29,Standard Class,C0490
ORD-03189,2022-12-25,2022-12-27,Standard Class,C0005
ORD-03190,2023-10-14,2023-10-15,First Class,C0014
ORD-03191,2022-02-15,2022-02-19,Standard Class,C0280
ORD-03192,2023-08-23,2023-08-26,Second Class,C0499
ORD-03193,2023-12-21,2023-12-24,Standard Class,C0324
ORD-03194,2023-08-24,2023-08-28,Standard Class,C0436
ORD-03195,2023-01-16,2023-01-19,Standard Class,C0304
ORD-03196,2022-04-28,2022-04-30,Standard Class,C0216
ORD-03197,2022-04-26,2022-04-29,Standard Class,C0175
ORD-03198,2022-09-17,2022-09-20,Standard Class,C0316
ORD-03199,2022-11-01,2022-11-06,Standard Class,C0457
ORD-03200,2022-01-07,2022-01-13,Standard Class,C0003
ORD-03201,2023-01-01,2023-01-06,Same Day,C0375
ORD-03202,2023-06-07,2023-06-11,Standard Class,C0137
ORD-03203,2023-03-05,2023-03-08,Standard Class,C0466
ORD-03204,2024-03-01,2024-03-05,Standard Class,C0100
ORD-03205,2024-01-17,2024-01-23,Standard Class,C0083
ORD-03206,2023-01-02,2023-01-04,Second Class,C0280
ORD-03207,2022-11-09,2022-11-12,Standard Class,C0132
ORD-03208,2023-06-22,2023-06-26,Standard Class,C0393
ORD-03209,2024-07-09,2024-07-13,Standard Class,C0481
ORD-03210,2024-12-13,2024-12-15,Second Class,C0001
ORD-03211,2024-05-14,2024-05-17,Standard Class,C0116
ORD-03212,2024-02-21,2024-02-25,Standard Class,C0499
ORD-03213,2022-11-30,2022-12-03,Standard Class,C0419
ORD-03214,2024-03-08,2024-03-12,Standard Class,C0202
